CLUPA_POLICY_ID,PARK_ADMIN_ZONE_NAME_ENG,PARK_ADMIN_ZONE_NAME_FR,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
205000678,Northeast,Nord-est,2014/08/17 21:09:28+00,2020/05/28 22:22:15+00,18814
205000707,Northeast,Nord-est,2014/08/04 18:18:05+00,2020/05/28 22:22:15+00,18815
205000227,Northeast,Nord-est,2009/03/12 10:11:42+00,2020/05/28 22:22:15+00,18816
205000627,Northeast,Nord-est,2014/07/23 15:32:50+00,2020/05/28 22:22:15+00,18817
205000231,Northeast,Nord-est,2009/03/12 10:28:56+00,2020/05/28 22:22:15+00,18820
205000704,Northeast,Nord-est,2014/08/04 19:38:26+00,2020/05/28 22:22:15+00,18821
205000208,Northeast,Nord-est,2009/03/09 15:00:18+00,2020/05/28 22:22:15+00,18822
205000711,Northeast,Nord-est,2014/08/04 21:09:22+00,2020/05/28 22:22:15+00,18823
205000706,Northeast,Nord-est,2014/07/21 15:09:05+00,2020/05/28 22:22:15+00,18824
205000686,Northeast,Nord-est,2014/08/04 22:17:36+00,2020/05/28 22:22:15+00,18826
205000700,Northeast,Nord-est,2014/08/04 17:02:46+00,2020/05/28 22:22:15+00,18828
205001163,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17439
205000220,Northeast,Nord-est,2009/03/12 09:18:03+00,2020/05/28 22:22:15+00,18829
205001063,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17440
205000702,Northeast,Nord-est,2014/08/04 17:30:31+00,2020/05/28 22:22:15+00,18831
205000209,Northeast,Nord-est,2009/03/09 15:01:53+00,2020/05/28 22:22:15+00,18832
205000232,Northeast,Nord-est,2009/03/12 10:30:33+00,2020/05/28 22:22:15+00,18833
205000221,Northeast,Nord-est,2009/03/12 10:04:27+00,2020/05/28 22:22:15+00,18834
205001113,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17442
205000207,Northeast,Nord-est,2009/03/09 14:57:41+00,2020/05/28 22:22:15+00,18835
205001116,Southeast,Sud-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17443
205000229,Northeast,Nord-est,2009/03/12 10:15:48+00,2020/05/28 22:22:15+00,18837
205000251,Northeast,Nord-est,2009/03/12 13:36:04+00,2020/05/28 22:22:15+00,18838
205000233,Northeast,Nord-est,2009/03/12 10:33:01+00,2020/05/28 22:22:15+00,18839
107101846,Northwest,Nord-ouest,2014/01/31 14:06:45+00,2017/07/17 23:02:15+00,17444
205000624,Northeast,Nord-est,2014/08/04 23:36:08+00,2020/05/28 22:22:15+00,18840
205001189,Central,Centre,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17445
205000709,Northeast,Nord-est,2014/08/04 20:32:27+00,2020/05/28 22:22:15+00,18841
205001056,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17446
205001154,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17447
205001057,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17448
205001151,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17449
205000203,Northeast,Nord-est,2009/03/09 14:35:54+00,2020/05/28 22:22:15+00,18846
205001049,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17451
205000226,Northeast,Nord-est,2009/03/12 10:10:41+00,2020/05/28 22:22:15+00,18848
205000866,Northeast,Nord-est,2014/07/21 11:19:16+00,2020/05/28 22:22:15+00,18849
205000712,Northeast,Nord-est,2014/08/04 21:29:22+00,2020/05/28 22:22:15+00,18850
205000211,Northeast,Nord-est,2009/03/09 15:08:05+00,2020/05/28 22:22:15+00,18852
205001155,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17453
205001149,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17454
115300660,Southwest,Sud-ouest,2017/02/24 15:05:13+00,2017/03/06 23:17:15+00,17192
205001111,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17455
205000715,Northeast,Nord-est,2014/08/10 00:35:13+00,2020/05/28 22:22:15+00,18854
205001062,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17456
205000228,Northeast,Nord-est,2009/03/12 10:14:43+00,2020/05/28 22:22:15+00,18856
205001170,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17457
205001139,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17458
205000206,Northeast,Nord-est,2009/03/09 14:39:19+00,2020/05/28 22:22:15+00,18859
205001073,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17459
205001120,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17460
205000698,Northeast,Nord-est,2014/08/04 16:44:35+00,2020/05/28 22:22:15+00,18862
205001145,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17461
205001171,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17462
205000223,Northeast,Nord-est,2009/03/12 10:06:40+00,2020/05/28 22:22:15+00,18864
205001128,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17463
205001130,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17464
205000237,Northeast,Nord-est,2009/03/12 11:07:05+00,2020/05/28 22:22:15+00,18867
205000205,Northeast,Nord-est,2009/03/09 14:38:24+00,2020/05/28 22:22:15+00,18868
205001141,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17465
205001176,Central,Centre,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17466
205001058,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17467
205001144,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17468
205001065,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17469
205001156,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17470
205001175,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17471
205001071,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17472
205001150,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17473
205001076,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17474
205001138,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17475
205001158,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17476
205001164,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17477
205001129,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17478
205001098,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17479
205001174,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17480
205001094,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17481
205001172,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17482
112741815,Northwest,Nord-ouest,2016/06/02 15:03:48+00,2017/07/17 23:02:15+00,17483
205001159,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17484
205001182,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17485
205001187,Southeast,Sud-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17486
205001095,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17487
205001074,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17488
205001131,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17489
205001148,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17490
205001123,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17491
205001103,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17492
205001054,Southeast,Sud-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17493
205001167,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17494
205000210,Northwest,Nord-ouest,2009/03/09 15:05:16+00,2013/09/20 23:12:35+00,13650
205001127,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17495
205001162,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17496
205001177,Central,Centre,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17498
205001087,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17499
205001052,Central,Centre,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17500
205001110,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17501
205001188,Central,Centre,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17502
205001077,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17503
205001173,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17504
205001117,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17505
205001119,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17507
205001125,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17508
205001106,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17509
205001168,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17510
205001153,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17511
205001075,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17512
205001135,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17513
205001055,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17514
205001082,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17515
205001060,Southeast,Sud-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17516
205001169,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17517
108313515,Northeast,Nord-est,2014/06/19 09:36:04+00,2017/07/17 23:02:15+00,17518
205001091,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17519
205001146,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17520
205001185,Central,Centre,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17521
205001084,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17522
205001093,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17523
205001051,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17524
205001132,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17525
205001081,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17526
205001118,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17527
205001097,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17529
205001107,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17530
205001126,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17531
205001090,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17532
205001078,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17533
205001099,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17535
205001105,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17536
205001122,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17538
205001134,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17539
205001143,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17541
205001142,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17542
205001166,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17543
205001072,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17544
205001064,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17545
205001157,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17546
205001053,Northeast,Nord-est,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17547
205001101,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2017/07/17 23:02:15+00,17548
68650449,Northwest,Nord-ouest,2009/03/18 10:34:14+00,2020/12/18 22:11:56+00,20689
68650453,Northwest,Nord-ouest,2009/03/27 14:32:09+00,2020/12/18 22:11:56+00,20690
70757284,Southeast,Sud-ouest,2011/03/18 14:16:20+00,2020/12/09 22:16:56+00,20669
71341386,Northeast,Nord-est,2020/10/29 13:29:34+00,2020/12/18 22:11:56+00,20691
125495166,Northwest,Nord-ouest,2020/10/27 10:25:41+00,2020/12/18 22:11:56+00,20692
205000469,Northeast,Nord-est,2020/10/26 13:55:00+00,2020/12/18 22:11:56+00,20693
68650454,Northwest,Nord-ouest,2009/03/24 13:55:09+00,2020/12/18 22:11:56+00,20694
68650451,Northwest,Nord-ouest,2009/03/18 11:02:23+00,2020/12/18 22:11:56+00,20695
70666272,Northwest,Nord-ouest,2014/06/30 14:46:10+00,2020/12/18 22:11:56+00,20696
71341385,Northeast,Nord-est,2020/10/29 09:56:20+00,2020/12/18 22:11:56+00,20697
70666266,Northwest,Nord-ouest,2014/06/27 10:54:32+00,2020/12/18 22:11:56+00,20698
70666293,Northwest,Nord-ouest,2014/07/15 10:10:51+00,2020/12/18 22:11:56+00,20699
129139390,Northwest,Nord-ouest,2020/09/22 15:29:22+00,2020/12/18 22:11:56+00,20700
71341382,Northeast,Nord-est,2020/10/26 10:34:36+00,2020/12/18 22:11:56+00,20701
68650452,Northwest,Nord-ouest,2009/03/19 14:23:10+00,2020/12/18 22:11:56+00,20702
123813492,Northwest,Nord-ouest,2018/06/27 16:07:01+00,2020/09/03 22:16:56+00,20369
205001140,Northwest,Nord-ouest,2006/03/27 11:45:00+00,2020/11/18 23:41:56+00,20589
205000112,Southeast,Sud-est,2009/03/04 15:45:38+00,2020/08/18 22:11:56+00,20066
205000111,Northeast,Nord-est,2009/03/04 15:31:40+00,2020/08/18 22:11:56+00,20067
205000110,Northeast,Nord-est,2009/03/04 15:29:36+00,2020/08/18 22:11:56+00,20068
205000109,Northeast,Nord-est,2009/03/04 15:26:33+00,2020/08/18 22:11:56+00,20069
205000175,Northwest,Nord-ouest,2009/03/09 13:55:57+00,2020/08/18 22:11:56+00,20070
205000108,Northeast,Nord-est,2009/03/04 15:25:24+00,2020/08/18 22:11:56+00,20071
205000172,Northwest,Nord-ouest,2009/03/09 13:52:04+00,2020/08/18 22:11:56+00,20072
205000107,Northeast,Nord-est,2009/03/04 15:24:36+00,2020/08/18 22:11:56+00,20073
205000106,Southeast,Sud-est,2009/03/04 15:17:25+00,2020/08/18 22:11:56+00,20074
205000105,Northeast,Nord-est,2009/03/04 15:13:51+00,2020/08/18 22:11:56+00,20075
205000104,Northeast,Nord-est,2009/03/04 15:12:53+00,2020/08/18 22:11:56+00,20076
205000103,Northeast,Nord-est,2009/03/04 15:11:19+00,2020/08/18 22:11:56+00,20077
205000102,Northeast,Nord-est,2009/03/04 15:00:51+00,2020/08/18 22:11:56+00,20078
205000101,Northeast,Nord-est,2009/03/04 14:57:20+00,2020/08/18 22:11:56+00,20079
205000100,Northeast,Nord-est,2009/03/04 14:54:48+00,2020/08/18 22:11:56+00,20080
205000099,Northeast,Nord-est,2009/03/04 14:52:25+00,2020/08/18 22:11:56+00,20081
205000098,Northeast,Nord-est,2009/03/04 14:48:13+00,2020/08/18 22:11:56+00,20082
70666246,Northwest,Nord-ouest,2014/06/27 09:08:07+00,2020/08/18 22:11:56+00,20083
205000097,Northwest,Nord-ouest,2009/03/04 14:45:37+00,2020/08/18 22:11:56+00,20084
205000096,Northeast,Nord-est,2009/03/04 14:43:44+00,2020/08/18 22:11:56+00,20085
205000095,Northeast,Nord-est,2009/03/04 14:35:54+00,2020/08/18 22:11:56+00,20086
205000094,Northeast,Nord-est,2009/03/04 14:34:17+00,2020/08/18 22:11:56+00,20087
205000166,Northwest,Nord-ouest,2009/03/09 13:34:08+00,2020/08/18 22:11:56+00,20088
205000093,Southeast,Sud-est,2009/03/04 14:32:45+00,2020/08/18 22:11:56+00,20089
205000092,Northeast,Nord-est,2009/03/04 14:13:29+00,2020/08/18 22:11:56+00,20090
205000091,Northeast,Nord-est,2009/03/04 14:12:32+00,2020/08/18 22:11:56+00,20091
205000090,Northeast,Nord-est,2009/03/04 14:11:38+00,2020/08/18 22:11:56+00,20092
205000201,Northeast,Nord-est,2009/03/09 14:32:45+00,2020/08/18 22:11:56+00,20093
205000089,Northeast,Nord-est,2009/03/04 14:09:27+00,2020/08/18 22:11:56+00,20094
205000088,Northeast,Nord-est,2009/03/04 14:08:14+00,2020/08/18 22:11:56+00,20095
205000087,Northeast,Nord-est,2009/03/04 14:07:05+00,2020/08/18 22:11:56+00,20096
205000202,Northwest,Nord-ouest,2009/03/09 14:34:15+00,2020/08/18 22:11:56+00,20097
205000086,Northeast,Nord-est,2009/03/04 14:06:08+00,2020/08/18 22:11:56+00,20098
205000085,Northeast,Nord-est,2009/03/04 14:03:30+00,2020/08/18 22:11:56+00,20099
205000084,Northeast,Nord-est,2009/03/04 14:01:40+00,2020/08/18 22:11:56+00,20100
205000083,Northeast,Nord-est,2009/03/04 14:00:36+00,2020/08/18 22:11:56+00,20101
205000082,Northeast,Nord-est,2009/03/04 13:58:58+00,2020/08/18 22:11:56+00,20102
205000081,Northeast,Nord-est,2009/03/04 13:57:20+00,2020/08/18 22:11:56+00,20103
205000080,Northeast,Nord-est,2009/03/04 13:56:32+00,2020/08/18 22:11:56+00,20104
205000079,Northeast,Nord-est,2009/03/04 13:55:30+00,2020/08/18 22:11:56+00,20105
205000192,Northwest,Nord-ouest,2009/03/09 14:20:50+00,2020/08/18 22:11:56+00,20106
205000077,Northeast,Nord-est,2009/03/04 13:52:39+00,2020/08/18 22:11:56+00,20107
205000076,Northeast,Nord-est,2009/03/04 13:43:03+00,2020/08/18 22:11:56+00,20108
205001190,Northeast,Nord-est,2018/09/10 10:53:45+00,2020/11/27 22:26:56+00,20649
205000074,Northeast,Nord-est,2009/03/04 13:40:08+00,2020/08/18 22:11:56+00,20110
205000073,Northeast,Nord-est,2009/03/04 13:38:59+00,2020/08/18 22:11:56+00,20111
205000072,Northeast,Nord-est,2009/03/04 11:44:45+00,2020/08/18 22:11:56+00,20112
205000071,Northeast,Nord-est,2009/03/04 11:41:38+00,2020/08/18 22:11:56+00,20113
205000070,Northeast,Nord-est,2009/03/04 11:40:30+00,2020/08/18 22:11:56+00,20114
205000069,Northeast,Nord-est,2009/03/04 11:39:19+00,2020/08/18 22:11:56+00,20115
205000068,Northeast,Nord-est,2009/03/04 11:36:43+00,2020/08/18 22:11:56+00,20116
205000067,Northeast,Nord-est,2009/03/04 11:34:27+00,2020/08/18 22:11:56+00,20117
205000010,Central,Centre,2009/02/09 13:41:29+00,2020/08/18 22:11:56+00,20118
205000188,Northwest,Nord-ouest,2009/03/09 14:13:22+00,2020/08/18 22:11:56+00,20119
205000009,Southeast,Sud-est,2009/02/09 13:40:09+00,2020/08/18 22:11:56+00,20120
205000008,Central,Centre,2009/02/09 13:39:07+00,2020/08/18 22:11:56+00,20121
205000007,Central,Centre,2009/02/09 13:37:00+00,2020/08/18 22:11:56+00,20122
205000006,Central,Centre,2009/02/09 13:35:55+00,2020/08/18 22:11:56+00,20123
205000005,Central,Centre,2009/02/09 13:35:09+00,2020/08/18 22:11:56+00,20124
205000004,Central,Centre,2009/02/09 13:34:27+00,2020/08/18 22:11:56+00,20125
205000003,Central,Centre,2009/02/09 13:32:02+00,2020/08/18 22:11:56+00,20126
205000002,Central,Centre,2009/02/09 13:30:49+00,2020/08/18 22:11:56+00,20127
205000001,Southeast,Sud-est,2009/02/09 13:28:44+00,2020/08/18 22:11:56+00,20128
205000176,Northwest,Nord-ouest,2009/03/09 13:57:02+00,2020/08/18 22:11:56+00,20129
205000020,Northeast,Nord-est,2009/02/09 16:24:13+00,2020/08/18 22:11:56+00,20130
205000019,Northeast,Nord-est,2009/02/09 16:20:53+00,2020/08/18 22:11:56+00,20131
205000018,Central,Centre,2009/02/09 16:20:03+00,2020/08/18 22:11:56+00,20132
205000179,Northwest,Nord-ouest,2009/03/09 14:00:53+00,2020/08/18 22:11:56+00,20133
205000017,Northeast,Nord-est,2009/02/09 16:18:52+00,2020/08/18 22:11:56+00,20134
205000016,Central,Centre,2009/02/09 16:16:51+00,2020/08/18 22:11:56+00,20135
205000015,Central,Centre,2009/02/09 15:40:53+00,2020/08/18 22:11:56+00,20136
205000014,Central,Centre,2009/02/09 15:39:49+00,2020/08/18 22:11:56+00,20137
205000013,Central,Centre,2009/02/09 15:38:21+00,2020/08/18 22:11:56+00,20138
205000012,Central,Centre,2009/02/09 15:36:03+00,2020/08/18 22:11:56+00,20139
205000011,Central,Centre,2009/02/09 15:35:07+00,2020/08/18 22:11:56+00,20140
69977162,Northwest,Nord-ouest,2010/03/03 13:48:30+00,2020/08/18 22:11:56+00,20142
68650465,Northwest,Nord-ouest,2009/03/25 10:24:20+00,2020/08/18 22:11:56+00,20143
205000225,Central,Centre,2009/03/12 10:09:48+00,2020/08/18 22:11:56+00,20144
205000250,Central,Centre,2009/03/12 13:04:15+00,2020/08/18 22:11:56+00,20145
205000165,Northwest,Nord-ouest,2009/03/09 13:32:15+00,2020/08/18 22:11:56+00,20146
205000274,Central,Centre,2009/03/12 14:24:25+00,2020/08/18 22:11:56+00,20147
205000271,Central,Centre,2009/03/12 14:21:54+00,2020/08/18 22:11:56+00,20148
205000167,Northwest,Nord-ouest,2009/03/09 13:35:27+00,2020/08/18 22:11:56+00,20149
205000247,Central,Centre,2009/03/12 12:58:06+00,2020/08/18 22:11:56+00,20150
205000507,Northwest,Nord-ouest,2009/03/16 14:15:45+00,2020/08/18 22:11:56+00,20151
205000262,Southeast,Sud-est,2009/03/12 14:00:16+00,2020/08/18 22:11:56+00,20152
205000264,Central,Centre,2009/03/12 14:07:59+00,2020/08/18 22:11:56+00,20153
205000260,Central,Centre,2009/03/12 13:59:16+00,2020/08/18 22:11:56+00,20154
205000204,Northwest,Nord-ouest,2009/03/09 14:37:30+00,2020/08/18 22:11:56+00,20155
205000307,Northeast,Nord-est,2009/03/16 10:03:04+00,2020/08/18 22:11:56+00,20156
205000075,Northeast,Nord-est,2009/03/04 13:41:41+00,2020/10/28 22:21:56+00,20489
112135053,Southeast,Sud-est,2016/06/01 14:21:18+00,2020/11/27 22:26:56+00,20650
205000501,Northwest,Nord-ouest,2009/03/16 14:11:31+00,2020/08/18 22:11:56+00,20157
205000246,Southeast,Sud-est,2009/03/12 12:57:01+00,2020/08/18 22:11:56+00,20158
71217328,Southwest,Sud-ouest,2011/04/05 15:31:09+00,2020/11/27 22:26:56+00,20651
70334757,Northwest,Nord-ouest,2021/01/12 11:37:13+00,2021/01/12 22:21:56+00,20709
205000245,Central,Centre,2009/03/12 12:55:20+00,2020/08/18 22:11:56+00,20159
205000164,Northwest,Nord-ouest,2009/03/09 11:11:36+00,2020/08/18 22:11:56+00,20160
205000265,Central,Centre,2009/03/12 14:12:10+00,2020/08/18 22:11:56+00,20161
205000514,Southeast,Sud-est,2009/03/16 14:21:14+00,2020/08/18 22:11:56+00,20162
205000217,Northwest,Nord-ouest,2009/03/12 09:13:10+00,2020/08/18 22:11:56+00,20163
205000304,Northeast,Nord-est,2009/03/16 09:59:37+00,2020/08/18 22:11:56+00,20164
205000190,Northwest,Nord-ouest,2009/03/09 14:15:21+00,2020/08/18 22:11:56+00,20165
205000285,Central,Centre,2009/03/12 14:54:12+00,2020/08/18 22:11:56+00,20166
205000267,Central,Centre,2009/03/12 14:17:39+00,2020/08/18 22:11:56+00,20167
205000269,Central,Centre,2009/03/12 14:19:54+00,2020/08/18 22:11:56+00,20168
205000197,Southeast,Sud-est,2009/03/09 14:29:32+00,2020/08/18 22:11:56+00,20169
110209268,Southeast,Sud-est,2016/10/06 15:52:15+00,2021/05/05 22:14:25+00,20729
205000276,Central,Centre,2009/03/12 14:29:12+00,2020/08/18 22:11:56+00,20171
205000240,Northeast,Nord-est,2009/03/12 11:14:38+00,2020/08/18 22:11:56+00,20172
205000218,Northwest,Nord-ouest,2009/03/12 09:14:11+00,2020/08/18 22:11:56+00,20173
205000242,Central,Centre,2009/03/12 11:25:16+00,2020/08/18 22:11:56+00,20174
205000252,Central,Centre,2009/03/12 13:37:01+00,2020/08/18 22:11:56+00,20175
205000296,Northeast,Nord-est,2009/03/12 15:24:41+00,2020/08/18 22:11:56+00,20176
205000266,Central,Centre,2009/03/12 14:16:45+00,2020/08/18 22:11:56+00,20177
205000184,Northwest,Nord-ouest,2009/03/09 14:06:39+00,2020/08/18 22:11:56+00,20178
205000289,Central,Centre,2009/03/12 15:02:40+00,2020/08/18 22:11:56+00,20179
205000305,Northeast,Nord-est,2009/03/16 10:01:05+00,2020/08/18 22:11:56+00,20180
205000302,Northeast,Nord-est,2009/03/12 15:31:17+00,2020/08/18 22:11:56+00,20181
205000297,Northeast,Nord-est,2009/03/12 15:25:47+00,2020/08/18 22:11:56+00,20182
205000255,Central,Centre,2009/03/12 13:48:36+00,2020/08/18 22:11:56+00,20183
205000511,Northwest,Nord-ouest,2009/03/16 14:18:19+00,2020/08/18 22:11:56+00,20184
205000239,Central,Centre,2009/03/12 11:09:22+00,2020/08/18 22:11:56+00,20185
205000290,Central,Centre,2009/03/12 15:04:16+00,2020/08/18 22:11:56+00,20186
205000298,Northeast,Nord-est,2009/03/12 15:26:44+00,2020/08/18 22:11:56+00,20187
70758289,Southeast,Sud-ouest,2011/03/21 15:22:53+00,2022/01/26 12:04:25+00,20809
205000295,Northeast,Nord-est,2009/03/12 15:22:45+00,2020/08/18 22:11:56+00,20188
205000508,Northwest,Nord-ouest,2009/03/16 14:16:32+00,2020/08/18 22:11:56+00,20189
205000516,Northeast,Nord-est,2009/03/16 14:22:24+00,2020/08/18 22:11:56+00,20190
205000449,Northeast,Nord-est,2009/03/16 10:12:50+00,2020/08/18 22:11:56+00,20191
205000502,Northwest,Nord-ouest,2009/03/16 14:12:27+00,2020/08/18 22:11:56+00,20192
205000178,Northwest,Nord-ouest,2009/03/09 13:59:25+00,2020/08/18 22:11:56+00,20193
205000268,Central,Centre,2009/03/12 14:18:39+00,2020/08/18 22:11:56+00,20194
205000280,Central,Centre,2009/03/12 14:46:38+00,2020/08/18 22:11:56+00,20195
